-0.0981,0.0079
-0.0825,0.0035
-0.0674,0.0007
-0.0598,-0.0004
-0.0523,-0.0016
-0.0447,-0.0025
-0.0371,-0.0034
-0.0296,-0.0041
-0.0220,-0.0049
-0.0145,-0.0052
-0.0064,-0.0057
0.0002,-0.0043
0.0082,-0.0038
0.0158,-0.0004
0.0230,0.0048
0.0295,0.0107
0.0343,0.0188
0.0397,0.0258
0.0445,0.0458
0.0437,0.0397
0.0433,0.0349
0.0474,0.0661
0.0488,0.0746
0.0500,0.0829
0.0481,0.0596
0.0517,0.0939
0.0522,0.1022
0.0536,0.1099
0.0544,0.1177
0.0550,0.1252
0.0566,0.1336
0.0569,0.1417
0.0581,0.1498
0.0608,0.1616
0.0581,0.1552
0.0612,0.1727
0.0626,0.1822
0.0670,0.1985
0.0672,0.2075
0.0660,0.1612
0.0695,0.2259
0.0680,0.2175
0.0685,0.2129
0.0711,0.2436
0.0704,0.2377
0.0694,0.2332
0.0768,0.2606
0.0756,0.2523
0.0749,0.2478
0.0783,0.2695
0.0802,0.2781
0.0824,0.2873
0.0845,0.2948
0.0859,0.3018
0.0873,0.3098
0.0887,0.3173
0.0906,0.3256
0.0928,0.3335
0.0942,0.3411
0.0968,0.3502
0.0990,0.3595
0.1010,0.3674
0.1031,0.3750
0.1052,0.3827
0.1074,0.3905
0.1093,0.3973
0.1113,0.4050
0.1141,0.4124
0.1171,0.4202
0.1182,0.4263
0.1227,0.4344
0.1280,0.4408
0.1368,0.4476
0.1443,0.4482
0.1519,0.4460
0.1595,0.4416
0.1663,0.4354
0.1722,0.4297
0.1773,0.4230
0.1821,0.4148
0.1866,0.4080
0.1905,0.4020
0.1945,0.3954
0.1986,0.3887
0.2021,0.3822
0.2052,0.3758
0.2086,0.3693
0.2120,0.3624
0.2155,0.3554
0.2189,0.3487
0.2217,0.3423
0.2248,0.3357
0.2275,0.3295
0.2303,0.3234
0.2330,0.3172
0.2361,0.3105
0.2389,0.3040
0.2413,0.2981
0.2440,0.2918
0.2468,0.2850
0.2495,0.2783
0.2523,0.2713
0.2556,0.2642
0.2584,0.2571
0.2612,0.2507
0.2639,0.2444
0.2682,0.2384
0.2702,0.2254
0.2701,0.2332
0.2743,0.2158
0.2743,0.2103
0.2792,0.2077
0.2810,0.2005
0.2830,0.1938
0.2848,0.1873
0.2865,0.1806
0.2890,0.1738
0.2907,0.1671
0.2928,0.1602
0.2949,0.1523
0.2969,0.1444
0.2989,0.1369
0.3008,0.1294
0.3031,0.1215
0.3045,0.1147
0.3065,0.1079
0.3084,0.1005
0.3106,0.0922
0.3128,0.0836
0.3148,0.0756
0.3168,0.0678
0.3187,0.0601
0.3209,0.0517
0.3231,0.0438
0.3251,0.0365
0.3272,0.0293
0.3289,0.0224
0.3306,0.0157
0.3337,-0.0002
0.3323,0.0104
0.3389,-0.0083
0.3409,-0.0155
0.3433,-0.0225
0.3453,-0.0293
0.3473,-0.0359
0.3494,-0.0426
0.3515,-0.0492
0.3535,-0.0558
0.3553,-0.0621
0.3574,-0.0685
0.3598,-0.0755
0.3618,-0.0827
0.3635,-0.0890
0.3660,-0.0956
0.3680,-0.1025
0.3701,-0.1087
0.3728,-0.1149
0.3753,-0.1211
0.3781,-0.1273
0.3808,-0.1338
0.3842,-0.1399
0.3877,-0.1458
0.3932,-0.1502
0.4007,-0.1511
0.4083,-0.1515
0.4239,-0.1495
0.4307,-0.1463
0.4385,-0.1426
0.4461,-0.1390
0.4537,-0.1349
0.4612,-0.1305
0.4688,-0.1256
0.4764,-0.1203
0.4839,-0.1145
0.4915,-0.1086
0.4987,-0.1030
0.5056,-0.0971
0.5124,-0.0910
0.5193,-0.0850
0.5258,-0.0791
0.5324,-0.0732
0.5392,-0.0669
0.5458,-0.0609
0.5523,-0.0548
0.5588,-0.0492
0.5654,-0.0433
0.5722,-0.0371
0.5788,-0.0314
0.5856,-0.0255
0.5932,-0.0193
0.6008,-0.0130
0.6083,-0.0073
0.6159,-0.0020
0.6235,0.0030
0.6310,0.0077
0.6386,0.0119
0.6461,0.0157
0.6537,0.0191
0.6614,0.0228
0.6764,0.0258
0.6839,0.0258
0.6915,0.0250
0.6991,0.0258
0.7066,0.0257
0.7142,0.0259
0.7218,0.0256
0.7293,0.0252
0.7369,0.0245
0.7444,0.0232
0.7524,0.0216
0.7590,0.0205
0.7671,0.0186
0.7747,0.0172
0.7822,0.0156
0.7898,0.0143
0.7974,0.0129
0.8049,0.0112
0.8125,0.0096
0.8201,0.0082
0.8276,0.0067
0.8352,0.0053
0.8427,0.0039
0.8503,0.0025
0.8579,0.0009
0.8689,-0.0012
0.8837,-0.0043
0.8915,-0.0044
0.8991,-0.0047
0.9067,-0.0051
0.9142,-0.0053
0.9222,-0.0057
0.9287,-0.0034
0.9369,-0.0038
0.9445,0.0000
0.9517,0.0057
0.9590,0.0121
0.9637,0.0187
0.9669,0.0249
0.9699,0.0314
0.9714,0.0391
0.9733,0.0482
0.9747,0.0564
0.9762,0.0641
0.9775,0.0717
0.9788,0.0787
0.9801,0.0860
0.9811,0.0935
0.9816,0.1007
0.9828,0.1085
0.9839,0.1165
0.9843,0.1240
0.9859,0.1325
0.9864,0.1406
0.9871,0.1473
0.9886,0.1548
0.9892,0.1636
0.9904,0.1726
0.9912,0.1806
0.9918,0.1889
0.9932,0.1976
0.9939,0.2056
0.9943,0.2131
0.9959,0.2225
0.9967,0.2316
0.9974,0.2385
0.9988,0.2472
0.9991,0.2558
